Vendor,Month,Mon,Unit,Test_Time,Delay,Resistance,Result,Fail
Empirical Engineering,3,2008-03,10,03/10/2008,185,10.76,Fail Low,1
Empirical Engineering,3,2008-03,11,03/11/2008,167,14.64,Pass,0
Empirical Engineering,3,2008-03,12,03/12/2008,174,13.63,Pass,0
Empirical Engineering,3,2008-03,13,03/13/2008,149,10.81,Fail Low,1
Empirical Engineering,3,2008-03,14,03/14/2008,172,10.30,Fail Low,1
Empirical Engineering,3,2008-03,15,03/15/2008,215,16.02,Pass,0
Empirical Engineering,4,2008-04,1,04/01/2008,173,14.46,Pass,0
Empirical Engineering,4,2008-04,2,04/02/2008,139,9.49,Fail Low,1
Empirical Engineering,4,2008-04,3,04/03/2008,158,10.48,Fail Low,1
Empirical Engineering,4,2008-04,4,04/04/2008,177,13.79,Pass,0
Empirical Engineering,4,2008-04,5,04/05/2008,231,18.10,Pass,0
Empirical Engineering,4,2008-04,6,04/06/2008,138,4.10,Fail Low,1
Empirical Engineering,4,2008-04,7,04/07/2008,177,13.51,Pass,0
Empirical Engineering,4,2008-04,8,04/08/2008,162,15.60,Pass,0
Empirical Engineering,4,2008-04,9,04/09/2008,149,10.82,Fail Low,1
Empirical Engineering,4,2008-04,10,04/10/2008,174,11.50,Fail Low,1
Empirical Engineering,4,2008-04,11,04/11/2008,N/A,15.73,Pass,0
Empirical Engineering,4,2008-04,12,04/12/2008,N/A,13.85,Pass,0
Empirical Engineering,4,2008-04,13,04/13/2008,N/A,14.65,Pass,0
Empirical Engineering,4,2008-04,14,04/14/2008,N/A,9.34,Fail Low,1
Empirical Engineering,4,2008-04,15,04/15/2008,N/A,11.13,Fail Low,1
Empirical Engineering,5,2008-05,1,05/01/2008,214,14.67,Pass,0
Empirical Engineering,5,2008-05,2,05/02/2008,211,15.69,Pass,0
Empirical Engineering,5,2008-05,3,05/03/2008,171,9.90,Fail Low,1
Empirical Engineering,5,2008-05,4,05/04/2008,162,7.11,Fail Low,1
Empirical Engineering,5,2008-05,5,05/05/2008,177,9.61,Fail Low,1
Empirical Engineering,5,2008-05,6,05/06/2008,144,8.61,Fail Low,1
Empirical Engineering,5,2008-05,7,05/07/2008,186,12.59,Pass,0
Empirical Engineering,5,2008-05,8,05/08/2008,194,10.88,Fail Low,1
Empirical Engineering,5,2008-05,9,05/09/2008,182,16.20,Pass,0
Empirical Engineering,5,2008-05,10,05/10/2008,182,17.48,Pass,0
Empirical Engineering,5,2008-05,11,05/11/2008,191,8.62,Fail Low,1
Empirical Engineering,5,2008-05,12,05/12/2008,188,11.51,Fail Low,1
Empirical Engineering,5,2008-05,13,05/13/2008,191,17.25,Pass,0
Empirical Engineering,5,2008-05,14,05/14/2008,188,12.04,Fail Low,1
Empirical Engineering,5,2008-05,15,05/15/2008,199,12.91,Pass,0
Empirical Engineering,6,2008-06,1,06/01/2008,161,9.29,Fail Low,1
Empirical Engineering,6,2008-06,2,06/02/2008,165,10.94,Fail Low,1
Empirical Engineering,6,2008-06,3,06/03/2008,140,8.70,Fail Low,1
Empirical Engineering,6,2008-06,4,06/04/2008,166,12.29,Fail Low,1
Empirical Engineering,6,2008-06,5,06/05/2008,196,13.38,Pass,0
Empirical Engineering,6,2008-06,6,06/06/2008,155,12.89,Pass,0
Empirical Engineering,6,2008-06,7,06/07/2008,201,16.56,Pass,0
Empirical Engineering,6,2008-06,8,06/08/2008,171,10.44,Fail Low,1
Empirical Engineering,6,2008-06,9,06/09/2008,176,9.61,Fail Low,1
Empirical Engineering,6,2008-06,10,06/10/2008,155,13.22,Pass,0
Empirical Engineering,6,2008-06,11,06/11/2008,175,13.95,Pass,0
Empirical Engineering,6,2008-06,12,06/12/2008,212,15.79,Pass,0
Empirical Engineering,6,2008-06,13,06/13/2008,194,13.33,Pass,0
Empirical Engineering,6,2008-06,14,06/14/2008,184,11.34,Fail Low,1
Empirical Engineering,6,2008-06,15,06/15/2008,202,16.31,Pass,0
Empirical Engineering,7,2008-07,1,07/01/2008,131,7.29,Fail Low,1
Empirical Engineering,7,2008-07,2,07/02/2008,223,16.24,Pass,0
Empirical Engineering,7,2008-07,3,07/03/2008,196,9.56,Fail Low,1
Empirical Engineering,7,2008-07,4,07/04/2008,170,9.75,Fail Low,1
Empirical Engineering,7,2008-07,5,07/05/2008,184,13.27,Pass,0
Empirical Engineering,7,2008-07,6,07/06/2008,204,15.09,Pass,0
Empirical Engineering,7,2008-07,7,07/07/2008,177,12.48,Fail Low,1
Empirical Engineering,7,2008-07,8,07/08/2008,188,13.96,Pass,0
Empirical Engineering,7,2008-07,9,07/09/2008,175,9.69,Fail Low,1
Empirical Engineering,7,2008-07,10,07/10/2008,164,9.31,Fail Low,1
Empirical Engineering,7,2008-07,11,07/11/2008,220,18.49,Pass,0
Empirical Engineering,7,2008-07,12,07/12/2008,184,13.37,Pass,0
Empirical Engineering,7,2008-07,13,07/13/2008,191,15.23,Pass,0
Empirical Engineering,7,2008-07,14,07/14/2008,185,12.22,Fail Low,1
Empirical Engineering,7,2008-07,15,07/15/2008,163,10.14,Fail Low,1
Empirical Engineering,8,2008-08,1,08/01/2008,158,11.17,Fail Low,1
Empirical Engineering,8,2008-08,2,08/02/2008,171,11.23,Fail Low,1
Empirical Engineering,8,2008-08,3,08/03/2008,191,15.77,Pass,0
Empirical Engineering,8,2008-08,4,08/04/2008,152,10.38,Fail Low,1
Empirical Engineering,8,2008-08,5,08/05/2008,203,14.72,Pass,0
Empirical Engineering,8,2008-08,6,08/06/2008,258,19.08,Pass,0
Empirical Engineering,8,2008-08,7,08/07/2008,184,14.76,Pass,0
Empirical Engineering,8,2008-08,8,08/08/2008,214,14.45,Pass,0
Empirical Engineering,8,2008-08,9,08/09/2008,160,10.83,Fail Low,1
Empirical Engineering,8,2008-08,10,08/10/2008,182,13.78,Pass,0
Empirical Engineering,8,2008-08,11,08/11/2008,189,15.00,Pass,0
Empirical Engineering,8,2008-08,12,08/12/2008,192,12.34,Fail Low,1
Empirical Engineering,8,2008-08,13,08/13/2008,167,12.01,Fail Low,1
Empirical Engineering,8,2008-08,14,08/14/2008,196,15.26,Pass,0
Empirical Engineering,8,2008-08,15,08/15/2008,198,15.75,Pass,0
Empirical Engineering,9,2008-09,1,09/01/2008,178,10.11,Fail Low,1
Empirical Engineering,9,2008-09,2,09/02/2008,179,9.95,Fail Low,1
Empirical Engineering,9,2008-09,3,09/03/2008,187,16.18,Pass,0
Empirical Engineering,9,2008-09,4,09/04/2008,180,13.61,Pass,0
Empirical Engineering,9,2008-09,5,09/05/2008,157,11.62,Fail Low,1
Empirical Engineering,9,2008-09,6,09/06/2008,148,6.26,Fail Low,1
Empirical Engineering,9,2008-09,7,09/07/2008,189,11.94,Fail Low,1
Empirical Engineering,9,2008-09,8,09/08/2008,211,14.58,Pass,0
Empirical Engineering,9,2008-09,9,09/09/2008,149,9.30,Fail Low,1
Empirical Engineering,9,2008-09,10,09/10/2008,160,7.37,Fail Low,1
Empirical Engineering,9,2008-09,11,09/11/2008,193,15.64,Pass,0
Empirical Engineering,9,2008-09,12,09/12/2008,193,13.24,Pass,0
Empirical Engineering,9,2008-09,13,09/13/2008,186,14.54,Pass,0
Empirical Engineering,9,2008-09,14,09/14/2008,160,8.54,Fail Low,1
Empirical Engineering,9,2008-09,15,09/15/2008,173,8.67,Fail Low,1
Empirical Engineering,10,2008-10,1,10/01/2008,178,9.66,Fail Low,1
Empirical Engineering,10,2008-10,2,10/02/2008,219,19.42,Pass,0
Empirical Engineering,10,2008-10,3,10/03/2008,143,10.95,Fail Low,1
Empirical Engineering,10,2008-10,4,10/04/2008,224,18.02,Pass,0
Empirical Engineering,10,2008-10,5,10/05/2008,190,16.63,Pass,0
Empirical Engineering,10,2008-10,6,10/06/2008,205,11.58,Fail Low,1
Empirical Engineering,10,2008-10,7,10/07/2008,189,11.96,Fail Low,1
Empirical Engineering,10,2008-10,8,10/08/2008,171,11.56,Fail Low,1
Empirical Engineering,10,2008-10,9,10/09/2008,175,10.58,Fail Low,1
Empirical Engineering,10,2008-10,10,10/10/2008,187,11.85,Fail Low,1
Empirical Engineering,10,2008-10,11,10/11/2008,175,16.35,Pass,0
Empirical Engineering,10,2008-10,12,10/12/2008,199,14.86,Pass,0
Empirical Engineering,10,2008-10,13,10/13/2008,213,18.54,Pass,0
Empirical Engineering,10,2008-10,14,10/14/2008,177,6.87,Fail Low,1
Empirical Engineering,10,2008-10,15,10/15/2008,155,7.15,Fail Low,1
Empirical Engineering,11,2008-11,1,11/01/2008,178,13.25,Pass,0
Empirical Engineering,11,2008-11,2,11/02/2008,195,10.95,Fail Low,1
Empirical Engineering,11,2008-11,3,11/03/2008,165,14.30,Pass,0
Empirical Engineering,11,2008-11,4,11/04/2008,164,9.10,Fail Low,1
Empirical Engineering,11,2008-11,5,11/05/2008,134,6.85,Fail Low,1
Empirical Engineering,11,2008-11,6,11/06/2008,174,8.79,Fail Low,1
Empirical Engineering,11,2008-11,7,11/07/2008,216,18.31,Pass,0
Empirical Engineering,11,2008-11,8,11/08/2008,160,8.53,Fail Low,1
Empirical Engineering,11,2008-11,9,11/09/2008,201,16.12,Pass,0
Empirical Engineering,11,2008-11,10,11/10/2008,147,9.70,Fail Low,1
Empirical Engineering,11,2008-11,11,11/11/2008,198,18.56,Pass,0
Empirical Engineering,11,2008-11,12,11/12/2008,210,17.19,Pass,0
Empirical Engineering,11,2008-11,13,11/13/2008,210,13.38,Pass,0
Empirical Engineering,11,2008-11,14,11/14/2008,250,19.17,Pass,0
Empirical Engineering,11,2008-11,15,11/15/2008,193,12.88,Pass,0
Empirical Engineering,12,2008-12,1,12/01/2008,190,10.25,Fail Low,1
Empirical Engineering,12,2008-12,2,12/02/2008,233,16.05,Pass,0
Empirical Engineering,12,2008-12,3,12/03/2008,165,8.43,Fail Low,1
Empirical Engineering,12,2008-12,4,12/04/2008,167,11.14,Fail Low,1
Empirical Engineering,12,2008-12,5,12/05/2008,185,15.34,Pass,0
Empirical Engineering,12,2008-12,6,12/06/2008,187,6.75,Fail Low,1
Empirical Engineering,12,2008-12,7,12/07/2008,153,2.82,Fail Low,1
Empirical Engineering,12,2008-12,8,12/08/2008,199,13.68,Pass,0
Empirical Engineering,12,2008-12,9,12/09/2008,158,9.89,Fail Low,1
Empirical Engineering,12,2008-12,10,12/10/2008,148,10.26,Fail Low,1
Empirical Engineering,12,2008-12,11,12/11/2008,157,13.25,Pass,0
Empirical Engineering,12,2008-12,12,12/12/2008,191,15.19,Pass,0
Empirical Engineering,12,2008-12,13,12/13/2008,184,14.96,Pass,0
Empirical Engineering,12,2008-12,14,12/14/2008,160,9.81,Fail Low,1
Empirical Engineering,12,2008-12,15,12/15/2008,140,7.27,Fail Low,1
